trial_id,x1,x2,x3,x4,x5,objective
000000,-5.0,-5.0,-5.0,-5.0,-1.254598811526375,[101.57401817788339]
000001,4.507143064099161,2.3199394181140507,0.986584841970366,-3.439813595575635,-3.4400547966379733,[50.33610173056113]
000002,-4.419163878318005,3.6617614577493516,1.0111501174320878,2.0807257779604544,-4.7941550570419755,[61.2732733909025]
000003,4.699098521619943,3.324426408004218,-2.8766088932172384,-3.181750327928994,-3.165954901465662,[61.555022170053775]
000004,-1.9575775704046228,0.24756431632237863,-0.6805498135788426,-2.0877085980195806,1.118528947223795,[9.966180279652084]
000005,-3.6050613934795814,-2.0785535146478185,-1.336381567063083,-0.43930015782964027,2.8517596139301364,[27.42828558110983]
000006,-2.577556125648311,-1.7524861914457817,-2.789580531445671,-3.2067846901393393,-1.3702870251623556,[29.657917553736336]
000007,1.5443276704348352,1.9020357526113272,-1.7191821418771336,-2.300163290324871,-2.146398282501668,[18.85605194411592]
000008,-2.4184543746588547,1.8947307069700914,-0.0483358624833925,-0.1070141442086796,-2.6957226828357945,[16.719635179660077]
000009,1.3521393526739272,1.1812988160380449,-0.16411057065962908,-2.5340038858400287,-1.9442393412535754,[13.451922310755085]
000010,0.5437055994745923,3.0113166223633914,1.2101565491808386,0.21950865965021915,0.24385832698751297,[10.935773387849947]
000011,-1.8961166289878029,-0.21558213589338604,-0.8083929674733574,-0.9005882047891143,0.8834825037270952,[5.88683356689798]
000012,-3.2948491191959395,0.545695577708881,1.5226890758713805,0.13624082104199697,1.188761384041281,[14.904111593081264]
000013,0.3173750280829162,0.013386571645632506,0.4802527718195485,-1.9596063389739236,3.291879411126238,[15.008075894735027]
000014,-0.36658232260252654,0.4837226054767472,0.3481056132438133,-1.4964582902826127,1.79497888763573,[5.9508842978792895]
000015,2.3650764912573665,1.3376325120139894,-1.5606055515862511,-2.8559409487544443,-0.35011765431305775,[18.09731830897105]
000016,-1.8798677165826132,0.7436798112851581,0.7518654190069725,-0.6118046214071133,0.8040416244526962,[5.673051730488819]
000017,-3.5747148083151163,0.5269816717836708,0.49258449081139877,0.583183463900748,3.8821954572643076,[28.710479644742115]
000018,0.12042581242666617,1.0177195299744515,6.319470812790606e-05,-1.7547070484048346,-0.48763064162410474,[4.367035890355956]
000019,-2.9355929699349517,-2.1004749714972513,-1.3657199708181533,-2.9600153648115217,1.4015022015785716,[25.620791610659296]
000020,-0.3261190428777937,1.7333687238982305,0.5661874191810907,-0.5753723464652161,0.5332692956352776,[4.046918435499286]
000021,0.21827361095499487,1.257599097574102,1.0236812850455013,-0.04786360651997601,0.2927277207068828,[2.7651026761102826]
000022,1.3061992016348039,1.7626164881999637,1.8757968343576732,0.9720588892298263,-0.12017289255157326,[9.290927010846975]
000023,-1.1387792634240927,1.3309914052586753,0.26525612694352063,-0.05967604075188926,-0.9846226864765909,[4.11176020912246]
000024,0.6936899891866674,2.648925563089633,1.8512143454274428,-0.31918126063049734,-0.8203683786494309,[11.699887946429453]
000025,-1.2486649744441851,0.5005447888523687,-0.14349113924815737,-0.75523646874946,0.4575197831329637,[2.6100054867808824]
000026,0.9299221736368493,1.592409606937973,-0.06718666435493914,-0.665337582949437,-0.8795362359029248,[4.621295742708259]
000027,0.2274747010819836,1.3802271580247694,0.13757635648553876,-0.6519543425638561,-0.4586417708140196,[2.611095739968595]
000028,-1.0275517999103034,1.4633729394688073,0.7396208246548697,0.9186659263846755,0.4237315784979102,[4.767857560648176]
000029,-0.16656859065757618,1.1291328823480404,0.18495260219481335,-1.086363804707457,-0.25979008659360103,[2.5845708317226506]
000030,0.620537545047062,1.069357655020329,0.44230648251999405,-1.1870401868504972,1.2106566633035922,[4.598981625242272]
000031,-0.698950061306304,1.2655829676990886,0.309518715837639,-0.34151707727654124,-0.4358028490315451,[2.4925913090794225]
000032,-0.3412550828706411,0.47986603390111715,0.03870770894504327,-0.5778017734617003,-0.6948641766750052,[1.1649158422505292]
000033,-0.3488231028670648,-0.14688531109743952,-0.22503214617298045,-0.5790164869599423,-1.3089309128301467,[2.24245254525501]
000034,-1.1094592142336839,0.644542434756052,-0.8127755873595504,-1.31728578018363,-0.8493593606993657,[4.763592003938575]
000035,-0.11365959534217485,1.1043349318695896,0.5645670669442383,-0.3652191499358895,0.007205950355320623,[1.6846470716391952]
000036,-1.2551140229303361,0.41155748384331226,0.24412562538389185,-0.5985009670885633,0.08834921928927272,[2.1702970861878566]
000037,0.21844603320137246,1.2556449310120903,0.6802398269704076,-0.4325246402386006,-0.9754805601951869,[3.225728972126749]
000038,-0.8818872225327957,0.6893198243922991,0.06244160230648388,-0.6745585116217452,0.09926969730092605,[1.7216695056690017]
000039,-1.1497778033353245,0.4511316143341222,0.30279168557210523,0.06332481295368142,-0.11454677691081133,[1.6343225313821859]
000040,-0.7977274294982049,-0.011099012362912442,0.17553475982306604,-0.5195851583851455,0.18996841437542622,[0.9733614270298173]
000041,-0.8471161135941553,-0.649440002393913,0.10854278181577956,-0.6086191989394476,0.5028540460789119,[1.7744390830802068]
000042,-0.05860883050132015,0.6738638730103739,0.21349150405248293,-0.23103494509175615,-0.2935359759109302,[0.642646651671398]
000043,0.5396437657131878,0.8050170675939047,0.19817444338677848,-0.04730193409335259,-0.4844785735110317,[1.2154979441625147]
000044,-0.10252427408627052,0.38991915190861715,0.4555954878282904,0.022432026053421206,-0.46157872320732607,[0.5836735338421165]
000045,0.2871572001369921,0.24021881566677616,0.6521724305891936,0.3709272948910044,-0.7420029334614522,[1.25364862757204]
000046,-0.8662977727745295,-0.3108622675530625,-0.0901186084558431,-0.13184686523671024,-0.5570288456867794,[1.1828932748922527]
000047,0.28321244744293805,0.037543497227531086,0.014492655305110624,-0.6384594994024378,-0.6122689459310346,[0.864332636157197]
000048,0.4595365049691301,0.9388996850269532,0.44924745483744044,-0.6459328748783373,-0.19188291725276863,[1.7485780264029]
000049,-0.5348392033386146,0.0015782205919414594,0.04472290736747778,-0.260368367647117,-0.4657423635782767,[0.5727632387542247]
000050,-0.1429398331219477,-0.04314374175089675,0.32282721680552784,-0.07300460432751388,0.03760113897414874,[0.1332541081607717]
000051,-0.043782208247600984,-0.3046486295769037,0.4648869707357701,0.1793939802395793,0.4038337967987257,[0.5061115004050756]
000052,0.5754475520561189,0.4350034127579392,0.2449171487204897,0.04741100221898406,-0.9081783622367938,[1.4073880047823217]
000053,-0.4544336841096239,0.10042659391730047,0.19288035704742196,-0.3778361182341131,-0.08456827977762876,[0.4037102323407868]
000054,-0.8005507775060487,0.4115141418434034,0.4773143339353697,0.2705346957036062,0.10513926453102951,[1.1222976962083862]
000055,0.012271641205691353,0.13103615838149918,0.13019807496267538,-0.41121095062592683,-0.43291689331551864,[0.3907840891378876]
000056,-0.43037731087898595,-0.44193731979098927,0.24499811355207438,-0.20896026082074365,-0.2693460724509104,[0.5567689973345499]
000057,-0.5176030820111218,-0.49073518736907507,-0.08134481993421949,-0.554984146715587,-0.024410264851948194,[0.8239542184954746]
000058,-0.20629397606748334,0.16975556708919406,0.32136041088766293,-0.12192201713883086,-0.3522866086184816,[0.31361750368050545]
000059,0.0461299381496747,-0.03512331745349839,0.4401827619346673,-0.21680521281173437,0.02513567750292045,[0.2447587851129363]
000060,0.13227094530151043,0.5711178238644288,0.31798141510310785,-0.271351300434504,-0.053467913642913534,[0.5212736980943933]
000061,-0.008391118743613674,0.3178540379505742,0.29973558971534947,-0.2557535405310639,-0.10743745334491275,[0.26789570393267764]
000062,0.3347443446785525,0.11572488776944845,0.41284126467493126,-0.053642411939914814,-0.24739337574310877,[0.3599649264822241]
000063,-0.0029718992476183374,0.07899081506042943,0.5885808226445801,0.12275983592630368,0.17516464482374508,[0.3984283959469014]
000064,0.00846075609236393,0.11802482255123174,0.24479376188315158,-0.2777182539878692,-0.2808965087807027,[0.22995570623206738]
000065,-0.45595803815495495,0.09522205958519353,0.23871863181561231,-0.3244390395788901,-0.02376012596370236,[0.379776792354363]
000066,0.13706874897017565,0.11059918072338472,0.3693106064601015,-0.12134156884965863,-0.19148506329825715,[0.21880065056209488]
000067,0.22242537260614453,0.017528825719124147,0.34937956383185625,-0.25592725506430514,0.14545372503976023,[0.25850193174610386]
000068,0.11684911182217814,-0.25069973003483603,0.3908619746507724,-0.12216521748536857,0.0017610411200605774,[0.24420459443014653]
000069,-0.15619788384116667,-0.05766594010497003,0.357810964861832,-0.06848668792055274,-0.30860721083249226,[0.25568066314014126]
000070,-0.06154206972933886,-0.03886724864894649,0.35570311460433807,-0.11534682970649084,-0.19509197686442914,[0.18318856566354583]
000071,-0.022971252536302222,-0.006511369410526727,0.23321590782688917,-0.06702537693102611,-0.27638022504259235,[0.1358381659855471]
000072,-0.14961857195219783,0.30674038742053467,0.2194782683812308,-0.1396094360356549,-0.3642620951247936,[0.31682376121443606]
000073,0.05023219087858416,-0.11133970067099337,0.348016048083387,-0.12652627212294015,-0.08974474294115298,[0.16009798809244913]
000074,-0.02452164230789551,-0.15372997445442318,0.4068353956289459,0.07642039321281734,-0.005143838888210461,[0.19561579070110438]
000075,-0.2177657916969357,-0.25203599469769933,0.2973284667195337,-0.0008515071004028263,-0.020018794606637302,[0.19974977698028556]
000076,-0.12905715653015787,-0.1613772008424283,0.31532400165467567,-0.030974022537716778,-0.06288536177954226,[0.14704153542121592]
000077,-0.09798960610776948,0.009234269924906557,0.2231991199609813,-0.24157123546309245,-0.22945662817321671,[0.17051208781334504]
000078,-0.07554819323769839,-0.08638784845102894,0.2213298031282463,-0.10029377484642489,-0.053254350720513044,[0.0750521387578756]
000079,-0.08255125499187815,-0.11014814835207017,0.1541431473902004,-0.09276724741639192,0.017664462351445004,[0.05162522959686048]
000080,-0.03292531641291123,-0.18224233433567266,0.3262114087432907,0.08545222612885693,0.07995873679813918,[0.15440571062001907]
000081,-0.21441011631586304,-0.09002941720564446,0.19267262488484643,0.05519866208942347,0.008128243461792306,[0.09431269495922316]
000082,-0.20384652898554834,0.017758383311046094,0.16106175068156509,-0.168881261778147,-0.1903074336120386,[0.13254745495766818]
000083,-0.13763043785045792,0.06854748347919148,0.11024425738093596,-0.10761790880774538,-0.09843216376735572,[0.057065196359788586]
000084,-0.28958001596997585,-0.05629480679682279,0.1431636910303411,-0.08780356716512377,0.18624192400578904,[0.14991705401519254]
000085,-0.08962344339472063,-0.018957228757100743,0.21070285362775215,-0.07221992448955053,-0.160724687780497,[0.0838355734103683]
000086,-0.14828487949343955,-0.009987829258934364,0.008702636780592188,-0.08151046783345067,-0.20706977071281035,[0.07168574441610828]
000087,-0.06515352383299539,-0.0819884393488694,0.10952445734416577,0.049314507195061,0.014133867033068293,[0.0255943794284541]
000088,0.0041929787432810894,-0.13186185067882716,0.08375581067546611,0.158412391681665,0.11635451735562174,[0.06305302410445636]
000089,0.00511270049046636,0.02901575231053119,0.04465431612461215,-0.17711907863025447,-0.18189956061225224,[0.06732067970276881]
000090,-0.08177951487660122,-0.022867243710959752,-0.03979532761954957,-0.09166015370756203,-0.021516578502665,[0.017659014916891196]
000091,-0.07785755061754152,-0.024822251187889256,-0.16504441824320043,-0.10138026831656778,0.048087476136251,[0.046507966500527964]
000092,0.003484067068853014,-0.0369884089899363,0.14280570346755372,-0.08642948471330647,0.0990497813137065,[0.03905466507191071]
000093,-0.15056496628369823,-0.10239365507958884,0.14611457906071038,0.04545496365027654,0.18625930798353188,[0.09126242341760972]
000094,-0.03380671620307479,-0.0038365995369988165,0.07001938185863671,-0.12147556806012172,-0.08985984346330622,[0.028891432495087285]
000095,0.033707660716179304,-0.17087901945472525,0.06443468759546686,-0.029589269873183083,0.10622083926025516,[0.04664606623107187]
000096,0.025132044140822516,-0.01647573606452564,-0.015347586331691032,-0.019168740247253027,0.025546763904978488,[0.0021586956764562413]
000097,0.07897369370717285,0.030360470079246624,-0.10009295319263675,0.01763051333731642,0.02948791468174523,[0.01835757383282573]
000098,-0.09455711819737764,0.10601644839420929,0.04244796389217938,-0.07817850594008982,-0.09527924314594235,[0.037172378535994914]
000099,-0.10354999865654363,0.029327780883078566,-0.07606614781005722,-0.018037899590679765,-0.1658397949832532,[0.04519698321768843]
